Date,Open,High,Low,Close,Adj Close,Volume ,Day
"Oct 16, 2020","3,493.50","3,515.76","3,480.45","3,483.81","3,483.81","4,688,030,000",844
"Oct 15, 2020","3,453.72","3,489.08","3,440.89","3,483.34","3,483.34","3,724,550,000",845
"Oct 14, 2020","3,515.47","3,527.94","3,480.55","3,488.67","3,488.67","3,858,510,000",846
"Oct 13, 2020","3,534.01","3,534.01","3,500.86","3,511.93","3,511.93","3,611,100,000",847
"Oct 12, 2020","3,500.02","3,549.85","3,499.61","3,534.22","3,534.22","3,435,760,000",848
"Oct 09, 2020","3,459.67","3,482.34","3,458.07","3,477.14","3,477.14","3,944,090,000",849
"Oct 08, 2020","3,434.28","3,447.28","3,428.15","3,446.83","3,446.83","3,867,640,000",850
"Oct 07, 2020","3,384.56","3,426.26","3,384.56","3,419.44","3,419.44","3,814,750,000",851
"Oct 06, 2020","3,408.74","3,431.56","3,354.54","3,360.97","3,360.97","4,453,390,000",852
"Oct 05, 2020","3,367.27","3,409.57","3,367.27","3,408.60","3,408.60","3,692,720,000",853
"Oct 02, 2020","3,338.94","3,369.10","3,323.69","3,348.42","3,348.42","3,975,180,000",854
"Oct 01, 2020","3,385.87","3,397.18","3,361.39","3,380.80","3,380.80","4,076,340,000",855
"Sep 30, 2020","3,341.21","3,393.56","3,340.47","3,363.00","3,363.00","4,738,640,000",856
"Sep 29, 2020","3,350.92","3,357.92","3,327.54","3,335.47","3,335.47","3,661,590,000",857
"Sep 28, 2020","3,333.90","3,360.74","3,332.91","3,351.60","3,351.60","3,950,910,000",858
"Sep 25, 2020","3,236.66","3,306.88","3,228.44","3,298.46","3,298.46","3,803,330,000",859
"Sep 24, 2020","3,226.14","3,278.70","3,209.45","3,246.59","3,246.59","4,601,920,000",860
"Sep 23, 2020","3,320.11","3,323.35","3,232.57","3,236.92","3,236.92","4,378,650,000",861
"Sep 22, 2020","3,295.75","3,320.31","3,270.95","3,315.57","3,315.57","3,974,510,000",862
"Sep 21, 2020","3,285.57","3,285.57","3,229.10","3,281.06","3,281.06","4,836,070,000",863
"Sep 18, 2020","3,357.38","3,362.27","3,292.40","3,319.47","3,319.47","7,076,400,000",864
"Sep 17, 2020","3,346.86","3,375.17","3,328.82","3,357.01","3,357.01","4,379,840,000",865
"Sep 16, 2020","3,411.23","3,428.92","3,384.45","3,385.49","3,385.49","4,718,900,000",866
"Sep 15, 2020","3,407.73","3,419.48","3,389.25","3,401.20","3,401.20","4,057,190,000",867
"Sep 14, 2020","3,363.56","3,402.93","3,363.56","3,383.54","3,383.54","3,839,580,000",868
"Sep 11, 2020","3,352.70","3,368.95","3,310.47","3,340.97","3,340.97","3,710,090,000",869
"Sep 10, 2020","3,412.56","3,425.55","3,329.25","3,339.19","3,339.19","4,208,630,000",870
"Sep 09, 2020","3,369.82","3,424.77","3,366.84","3,398.96","3,398.96","3,932,520,000",871
"Sep 08, 2020","3,371.88","3,379.97","3,329.27","3,331.84","3,331.84","4,694,330,000",872
"Sep 04, 2020","3,453.60","3,479.15","3,349.63","3,426.96","3,426.96","4,438,720,000",873
"Sep 03, 2020","3,564.74","3,564.85","3,427.41","3,455.06","3,455.06","4,911,830,000",874
"Sep 02, 2020","3,543.76","3,588.11","3,535.23","3,580.84","3,580.84","4,295,640,000",875
"Sep 01, 2020","3,507.44","3,528.03","3,494.60","3,526.65","3,526.65","4,101,490,000",876
"Aug 31, 2020","3,509.73","3,514.77","3,493.25","3,500.31","3,500.31","4,348,280,000",877
"Aug 28, 2020","3,494.69","3,509.23","3,484.32","3,508.01","3,508.01","3,868,510,000",878
"Aug 27, 2020","3,485.14","3,501.38","3,468.35","3,484.55","3,484.55","3,955,890,000",879
"Aug 26, 2020","3,449.97","3,481.07","3,444.15","3,478.73","3,478.73","3,780,530,000",880
"Aug 25, 2020","3,435.95","3,444.21","3,425.84","3,443.62","3,443.62","3,627,650,000",881
"Aug 24, 2020","3,418.09","3,432.09","3,413.13","3,431.28","3,431.28","3,743,410,000",882
"Aug 21, 2020","3,386.01","3,399.96","3,379.31","3,397.16","3,397.16","3,505,010,000",883
"Aug 20, 2020","3,360.48","3,390.80","3,354.69","3,385.51","3,385.51","3,431,040,000",884
"Aug 19, 2020","3,392.51","3,399.54","3,369.66","3,374.85","3,374.85","3,679,480,000",885
"Aug 18, 2020","3,387.04","3,395.06","3,370.15","3,389.78","3,389.78","3,669,550,000",886
"Aug 17, 2020","3,380.86","3,387.59","3,379.22","3,381.99","3,381.99","3,460,330,000",887
"Aug 14, 2020","3,368.66","3,378.51","3,361.64","3,372.85","3,372.85","3,200,060,000",888
"Aug 13, 2020","3,372.95","3,387.24","3,363.35","3,373.43","3,373.43","3,438,730,000",889
"Aug 12, 2020","3,355.46","3,387.89","3,355.46","3,380.35","3,380.35","3,772,250,000",890
"Aug 11, 2020","3,370.34","3,381.01","3,326.44","3,333.69","3,333.69","4,880,540,000",891
"Aug 10, 2020","3,356.04","3,363.29","3,335.44","3,360.47","3,360.47","4,327,920,000",892
"Aug 07, 2020","3,340.05","3,352.54","3,328.72","3,351.28","3,351.28","4,110,030,000",893
"Aug 06, 2020","3,323.17","3,351.03","3,318.14","3,349.16","3,349.16","4,278,930,000",894
"Aug 05, 2020","3,317.37","3,330.77","3,317.37","3,327.77","3,327.77","4,535,060,000",895
"Aug 04, 2020","3,289.92","3,306.84","3,286.37","3,306.51","3,306.51","4,414,380,000",896
"Aug 03, 2020","3,288.26","3,302.73","3,284.53","3,294.61","3,294.61","4,438,940,000",897
"Jul 31, 2020","3,270.45","3,272.17","3,220.26","3,271.12","3,271.12","5,007,530,000",898
"Jul 30, 2020","3,231.76","3,250.92","3,204.13","3,246.22","3,246.22","4,264,920,000",899
"Jul 29, 2020","3,227.22","3,264.74","3,227.22","3,258.44","3,258.44","4,478,200,000",900
"Jul 28, 2020","3,234.27","3,243.72","3,216.17","3,218.44","3,218.44","4,053,180,000",901
"Jul 27, 2020","3,219.84","3,241.43","3,214.25","3,239.41","3,239.41","3,970,310,000",902
"Jul 24, 2020","3,218.58","3,227.26","3,200.05","3,215.63","3,215.63","3,689,410,000",903
"Jul 23, 2020","3,271.64","3,279.99","3,222.66","3,235.66","3,235.66","4,296,760,000",904
"Jul 22, 2020","3,254.86","3,279.32","3,253.10","3,276.02","3,276.02","4,267,160,000",905
"Jul 21, 2020","3,268.52","3,277.29","3,247.77","3,257.30","3,257.30","4,556,610,000",906
"Jul 20, 2020","3,224.29","3,258.61","3,215.16","3,251.84","3,251.84","3,979,340,000",907
"Jul 17, 2020","3,224.21","3,233.52","3,205.65","3,224.73","3,224.73","4,012,850,000",908
"Jul 16, 2020","3,208.36","3,220.39","3,198.59","3,215.57","3,215.57","3,972,860,000",909
"Jul 15, 2020","3,225.98","3,238.28","3,200.76","3,226.56","3,226.56","4,686,830,000",910
"Jul 14, 2020","3,141.11","3,200.95","3,127.66","3,197.52","3,197.52","4,507,140,000",911
"Jul 13, 2020","3,205.08","3,235.32","3,149.43","3,155.22","3,155.22","4,902,440,000",912
"Jul 10, 2020","3,152.47","3,186.82","3,136.22","3,185.04","3,185.04","4,524,190,000",913
"Jul 09, 2020","3,176.17","3,179.78","3,115.70","3,152.05","3,152.05","4,843,650,000",914
"Jul 08, 2020","3,153.07","3,171.80","3,136.53","3,169.94","3,169.94","4,937,310,000",915
"Jul 07, 2020","3,166.44","3,184.15","3,142.93","3,145.32","3,145.32","4,571,330,000",916
"Jul 06, 2020","3,155.29","3,182.59","3,155.29","3,179.72","3,179.72","4,759,160,000",917
"Jul 02, 2020","3,143.64","3,165.81","3,124.52","3,130.01","3,130.01","4,197,720,000",918
"Jul 01, 2020","3,105.92","3,128.44","3,101.17","3,115.86","3,115.86","4,449,230,000",919
"Jun 30, 2020","3,050.20","3,111.51","3,047.83","3,100.29","3,100.29","4,705,850,000",920
"Jun 29, 2020","3,018.59","3,053.89","2,999.74","3,053.24","3,053.24","4,473,970,000",921
"Jun 26, 2020","3,073.20","3,073.73","3,004.63","3,009.05","3,009.05","8,107,850,000",922
"Jun 25, 2020","3,046.60","3,086.25","3,024.01","3,083.76","3,083.76","4,847,690,000",923
"Jun 24, 2020","3,114.40","3,115.01","3,032.13","3,050.33","3,050.33","5,597,680,000",924
"Jun 23, 2020","3,138.70","3,154.90","3,127.12","3,131.29","3,131.29","4,711,850,000",925
"Jun 22, 2020","3,094.42","3,120.92","3,079.39","3,117.86","3,117.86","4,686,690,000",926
"Jun 19, 2020","3,140.29","3,155.53","3,083.11","3,097.74","3,097.74","8,346,650,000",927
"Jun 18, 2020","3,101.64","3,120.00","3,093.51","3,115.34","3,115.34","4,448,690,000",928
"Jun 17, 2020","3,136.13","3,141.16","3,108.03","3,113.49","3,113.49","4,560,450,000",929
"Jun 16, 2020","3,131.00","3,153.45","3,076.06","3,124.74","3,124.74","5,845,810,000",930
"Jun 15, 2020","2,993.76","3,079.76","2,965.66","3,066.59","3,066.59","5,757,480,000",931
"Jun 12, 2020","3,071.04","3,088.42","2,984.47","3,041.31","3,041.31","5,845,330,000",932
"Jun 11, 2020","3,123.53","3,123.53","2,999.49","3,002.10","3,002.10","7,037,320,000",933
"Jun 10, 2020","3,213.42","3,223.27","3,181.49","3,190.14","3,190.14","6,598,870,000",934
"Jun 09, 2020","3,213.32","3,222.71","3,193.11","3,207.18","3,207.18","6,410,930,000",935
"Jun 08, 2020","3,199.92","3,233.13","3,196.00","3,232.39","3,232.39","8,498,300,000",936
"Jun 05, 2020","3,163.84","3,211.72","3,163.84","3,193.93","3,193.93","8,639,300,000",937
"Jun 04, 2020","3,111.56","3,128.91","3,090.41","3,112.35","3,112.35","6,451,290,000",938
"Jun 03, 2020","3,098.90","3,130.94","3,098.90","3,122.87","3,122.87","6,005,560,000",939
"Jun 02, 2020","3,064.78","3,081.07","3,051.64","3,080.82","3,080.82","5,197,150,000",940
"Jun 01, 2020","3,038.78","3,062.18","3,031.54","3,055.73","3,055.73","4,684,170,000",941
"May 29, 2020","3,025.17","3,049.17","2,998.61","3,044.31","3,044.31","7,297,550,000",942
"May 28, 2020","3,046.61","3,068.67","3,023.40","3,029.73","3,029.73","5,447,020,000",943
"May 27, 2020","3,015.65","3,036.25","2,969.75","3,036.13","3,036.13","6,398,000,000",944
"May 26, 2020","3,004.08","3,021.72","2,988.17","2,991.77","2,991.77","5,848,500,000",945
"May 22, 2020","2,948.05","2,956.76","2,933.59","2,955.45","2,955.45","3,970,860,000",946
"May 21, 2020","2,969.95","2,978.50","2,938.57","2,948.51","2,948.51","4,976,620,000",947
"May 20, 2020","2,953.63","2,980.29","2,953.63","2,971.61","2,971.61","5,005,380,000",948
"May 19, 2020","2,948.59","2,964.21","2,922.35","2,922.94","2,922.94","4,984,330,000",949
"May 18, 2020","2,913.86","2,968.09","2,913.86","2,953.91","2,953.91","6,373,670,000",950
"May 15, 2020","2,829.95","2,865.01","2,816.78","2,863.70","2,863.70","5,507,700,000",951
"May 14, 2020","2,794.54","2,852.80","2,766.64","2,852.50","2,852.50","5,651,130,000",952
"May 13, 2020","2,865.86","2,874.14","2,793.15","2,820.00","2,820.00","6,151,650,000",953
"May 12, 2020","2,939.50","2,945.82","2,869.59","2,870.12","2,870.12","5,119,630,000",954
"May 11, 2020","2,915.46","2,944.25","2,903.44","2,930.19","2,930.19","4,819,730,000",955
"May 08, 2020","2,908.83","2,932.16","2,902.88","2,929.80","2,929.80","4,876,030,000",956
"May 07, 2020","2,878.26","2,901.92","2,876.48","2,881.19","2,881.19","5,178,790,000",957
"May 06, 2020","2,883.14","2,891.11","2,847.65","2,848.42","2,848.42","4,892,570,000",958
"May 05, 2020","2,868.88","2,898.23","2,863.55","2,868.44","2,868.44","5,140,290,000",959
"May 04, 2020","2,815.01","2,844.24","2,797.85","2,842.74","2,842.74","4,735,930,000",960
"May 01, 2020","2,869.09","2,869.09","2,821.61","2,830.71","2,830.71","4,759,810,000",961
"Apr 30, 2020","2,930.91","2,930.91","2,892.47","2,912.43","2,912.43","6,544,980,000",962
"Apr 29, 2020","2,918.46","2,954.86","2,912.16","2,939.51","2,939.51","6,645,640,000",963
"Apr 28, 2020","2,909.96","2,921.15","2,860.71","2,863.39","2,863.39","5,691,160,000",964
"Apr 27, 2020","2,854.65","2,887.72","2,852.89","2,878.48","2,878.48","5,203,930,000",965
"Apr 24, 2020","2,812.64","2,842.71","2,791.76","2,836.74","2,836.74","5,382,810,000",966
"Apr 23, 2020","2,810.42","2,844.90","2,794.26","2,797.80","2,797.80","5,773,530,000",967
"Apr 22, 2020","2,787.89","2,815.10","2,775.95","2,799.31","2,799.31","5,084,920,000",968
"Apr 21, 2020","2,784.81","2,785.54","2,727.10","2,736.56","2,736.56","5,121,010,000",969
"Apr 20, 2020","2,845.62","2,868.98","2,820.43","2,823.16","2,823.16","5,228,630,000",970
"Apr 17, 2020","2,842.43","2,879.22","2,830.88","2,874.56","2,874.56","5,804,810,000",971
"Apr 16, 2020","2,799.34","2,806.51","2,764.32","2,799.55","2,799.55","5,228,810,000",972
"Apr 15, 2020","2,795.64","2,801.88","2,761.54","2,783.36","2,783.36","5,208,000,000",973
"Apr 14, 2020","2,805.10","2,851.85","2,805.10","2,846.06","2,846.06","5,615,730,000",974
"Apr 13, 2020","2,782.46","2,782.46","2,721.17","2,761.63","2,761.63","5,319,530,000",975
"Apr 09, 2020","2,776.99","2,818.57","2,762.36","2,789.82","2,789.82","7,899,550,000",976
"Apr 08, 2020","2,685.00","2,760.75","2,663.30","2,749.98","2,749.98","5,875,710,000",977
"Apr 07, 2020","2,738.65","2,756.89","2,657.67","2,659.41","2,659.41","7,050,410,000",978
"Apr 06, 2020","2,578.28","2,676.85","2,574.57","2,663.68","2,663.68","6,403,840,000",979
"Apr 03, 2020","2,514.92","2,538.18","2,459.96","2,488.65","2,488.65","6,096,970,000",980
"Apr 02, 2020","2,458.54","2,533.22","2,455.79","2,526.90","2,526.90","6,464,190,000",981
"Apr 01, 2020","2,498.08","2,522.75","2,447.49","2,470.50","2,470.50","5,964,000,000",982
"Mar 31, 2020","2,614.69","2,641.39","2,571.15","2,584.59","2,584.59","6,576,210,000",983
"Mar 30, 2020","2,558.98","2,631.80","2,545.28","2,626.65","2,626.65","5,751,120,000",984
"Mar 27, 2020","2,555.87","2,615.91","2,520.02","2,541.47","2,541.47","6,201,670,000",985
"Mar 26, 2020","2,501.29","2,637.01","2,500.72","2,630.07","2,630.07","7,766,990,000",986
"Mar 25, 2020","2,457.77","2,571.42","2,407.53","2,475.56","2,475.56","8,300,010,000",987
"Mar 24, 2020","2,344.44","2,449.71","2,344.44","2,447.33","2,447.33","7,563,150,000",988
"Mar 23, 2020","2,290.71","2,300.73","2,191.86","2,237.40","2,237.40","7,411,380,000",989
"Mar 20, 2020","2,431.94","2,453.01","2,295.56","2,304.92","2,304.92","9,053,950,000",990
"Mar 19, 2020","2,393.48","2,466.97","2,319.78","2,409.39","2,409.39","7,956,100,000",991
"Mar 18, 2020","2,436.50","2,453.57","2,280.52","2,398.10","2,398.10","8,799,300,000",992
"Mar 17, 2020","2,425.66","2,553.93","2,367.04","2,529.19","2,529.19","8,370,250,000",993
"Mar 16, 2020","2,508.59","2,562.98","2,380.94","2,386.13","2,386.13","7,805,450,000",994
"Mar 13, 2020","2,569.99","2,711.33","2,492.37","2,711.02","2,711.02","8,299,070,000",995
"Mar 12, 2020","2,630.86","2,660.95","2,478.86","2,480.64","2,480.64","8,850,810,000",996
"Mar 11, 2020","2,825.60","2,825.60","2,707.22","2,741.38","2,741.38","7,431,200,000",997
"Mar 10, 2020","2,813.48","2,882.59","2,734.00","2,882.23","2,882.23","7,642,040,000",998
"Mar 09, 2020","2,863.89","2,863.89","2,734.43","2,746.56","2,746.56","8,441,290,000",999
"Mar 06, 2020","2,954.20","2,985.93","2,901.54","2,972.37","2,972.37","6,555,240,000",1000
"Mar 05, 2020","3,075.70","3,083.04","2,999.83","3,023.94","3,023.94","5,579,290,000",1001
"Mar 04, 2020","3,045.75","3,130.97","3,034.38","3,130.12","3,130.12","5,073,020,000",1002
"Mar 03, 2020","3,096.46","3,136.72","2,976.63","3,003.37","3,003.37","6,376,510,000",1003
"Mar 02, 2020","2,974.28","3,090.96","2,945.19","3,090.23","3,090.23","6,381,330,000",1004
"Feb 28, 2020","2,916.90","2,959.72","2,855.84","2,954.22","2,954.22","8,569,570,000",1005
"Feb 27, 2020","3,062.54","3,097.07","2,977.39","2,978.76","2,978.76","7,064,710,000",1006
"Feb 26, 2020","3,139.90","3,182.51","3,108.99","3,116.39","3,116.39","5,484,650,000",1007
"Feb 25, 2020","3,238.94","3,246.99","3,118.77","3,128.21","3,128.21","5,596,760,000",1008
"Feb 24, 2020","3,257.61","3,259.81","3,214.65","3,225.89","3,225.89","4,851,160,000",1009
"Feb 21, 2020","3,360.50","3,360.76","3,328.45","3,337.75","3,337.75","3,908,780,000",1010
"Feb 20, 2020","3,380.45","3,389.15","3,341.02","3,373.23","3,373.23","4,019,180,000",1011
"Feb 19, 2020","3,380.39","3,393.52","3,378.83","3,386.15","3,386.15","3,614,200,000",1012
"Feb 18, 2020","3,369.04","3,375.01","3,355.61","3,370.29","3,370.29","3,750,400,000",1013
"Feb 14, 2020","3,378.08","3,380.69","3,366.15","3,380.16","3,380.16","3,419,700,000",1014
"Feb 13, 2020","3,365.90","3,385.09","3,360.52","3,373.94","3,373.94","3,500,890,000",1015
"Feb 12, 2020","3,370.50","3,381.47","3,369.72","3,379.45","3,379.45","3,930,910,000",1016
"Feb 11, 2020","3,365.87","3,375.63","3,352.72","3,357.75","3,357.75","3,762,940,000",1017
"Feb 10, 2020","3,318.28","3,352.26","3,317.77","3,352.09","3,352.09","3,462,730,000",1018
"Feb 07, 2020","3,335.54","3,341.42","3,322.12","3,327.71","3,327.71","3,733,920,000",1019
"Feb 06, 2020","3,344.92","3,347.96","3,334.39","3,345.78","3,345.78","3,887,250,000",1020
"Feb 05, 2020","3,324.91","3,337.58","3,313.75","3,334.69","3,334.69","4,121,480,000",1021
"Feb 04, 2020","3,280.61","3,306.92","3,280.61","3,297.59","3,297.59","3,996,900,000",1022
"Feb 03, 2020","3,235.66","3,268.44","3,235.66","3,248.92","3,248.92","3,760,460,000",1023
"Jan 31, 2020","3,282.33","3,282.33","3,214.68","3,225.52","3,225.52","4,529,700,000",1024
"Jan 30, 2020","3,256.45","3,285.91","3,242.80","3,283.66","3,283.66","3,790,350,000",1025
"Jan 29, 2020","3,289.46","3,293.47","3,271.89","3,273.40","3,273.40","3,600,250,000",1026
"Jan 28, 2020","3,255.35","3,285.78","3,253.22","3,276.24","3,276.24","3,531,570,000",1027
"Jan 27, 2020","3,247.16","3,258.85","3,234.50","3,243.63","3,243.63","3,831,050,000",1028
"Jan 24, 2020","3,333.10","3,333.18","3,281.53","3,295.47","3,295.47","3,708,780,000",1029
"Jan 23, 2020","3,315.77","3,326.88","3,301.87","3,325.54","3,325.54","3,766,710,000",1030
"Jan 22, 2020","3,330.02","3,337.77","3,320.04","3,321.75","3,321.75","3,623,780,000",1031
"Jan 21, 2020","3,321.03","3,329.79","3,316.61","3,320.79","3,320.79","4,104,840,000",1032
"Jan 17, 2020","3,323.66","3,329.88","3,318.86","3,329.62","3,329.62","3,726,220,000",1033
"Jan 16, 2020","3,302.97","3,317.11","3,302.82","3,316.81","3,316.81","3,540,580,000",1034
"Jan 15, 2020","3,282.27","3,298.66","3,280.69","3,289.29","3,289.29","3,721,490,000",1035
"Jan 14, 2020","3,285.35","3,294.25","3,277.19","3,283.15","3,283.15","3,687,620,000",1036
"Jan 13, 2020","3,271.13","3,288.13","3,268.43","3,288.13","3,288.13","3,459,390,000",1037
"Jan 10, 2020","3,281.81","3,282.99","3,260.86","3,265.35","3,265.35","3,214,580,000",1038
"Jan 09, 2020","3,266.03","3,275.58","3,263.67","3,274.70","3,274.70","3,641,230,000",1039
"Jan 08, 2020","3,238.59","3,267.07","3,236.67","3,253.05","3,253.05","3,726,840,000",1040
"Jan 07, 2020","3,241.86","3,244.91","3,232.43","3,237.18","3,237.18","3,435,910,000",1041
"Jan 06, 2020","3,217.55","3,246.84","3,214.64","3,246.28","3,246.28","3,702,460,000",1042
"Jan 03, 2020","3,226.36","3,246.15","3,222.34","3,234.85","3,234.85","3,484,700,000",1043
"Jan 02, 2020","3,244.67","3,258.14","3,235.53","3,257.85","3,257.85","3,459,930,000",1044
"Dec 31, 2019","3,215.18","3,231.72","3,212.03","3,230.78","3,230.78","2,894,760,000",1045
"Dec 30, 2019","3,240.09","3,240.92","3,216.57","3,221.29","3,221.29","3,021,720,000",1046
"Dec 27, 2019","3,247.23","3,247.93","3,234.37","3,240.02","3,240.02","2,429,150,000",1047
"Dec 26, 2019","3,227.20","3,240.08","3,227.20","3,239.91","3,239.91","2,164,540,000",1048
"Dec 24, 2019","3,225.45","3,226.43","3,220.51","3,223.38","3,223.38","1,296,530,000",1049
"Dec 23, 2019","3,226.05","3,227.78","3,222.30","3,224.01","3,224.01","3,064,530,000",1050
"Dec 20, 2019","3,223.33","3,225.65","3,216.03","3,221.22","3,221.22","6,457,480,000",1051
"Dec 19, 2019","3,192.32","3,205.48","3,192.32","3,205.37","3,205.37","3,784,360,000",1052
"Dec 18, 2019","3,195.21","3,198.48","3,191.14","3,191.14","3,191.14","4,029,950,000",1053
"Dec 17, 2019","3,195.40","3,198.22","3,191.03","3,192.52","3,192.52","3,842,940,000",1054
"Dec 16, 2019","3,183.63","3,197.71","3,183.63","3,191.45","3,191.45","4,070,200,000",1055
"Dec 13, 2019","3,166.65","3,182.68","3,156.51","3,168.80","3,168.80","3,757,650,000",1056
"Dec 12, 2019","3,141.23","3,176.28","3,138.47","3,168.57","3,168.57","4,003,200,000",1057
"Dec 11, 2019","3,135.75","3,143.98","3,133.21","3,141.63","3,141.63","3,257,650,000",1058
"Dec 10, 2019","3,135.36","3,142.12","3,126.09","3,132.52","3,132.52","3,346,310,000",1059
"Dec 09, 2019","3,141.86","3,148.87","3,135.46","3,135.96","3,135.96","3,400,470,000",1060
"Dec 06, 2019","3,134.62","3,150.60","3,134.62","3,145.91","3,145.91","3,483,310,000",1061
"Dec 05, 2019","3,119.21","3,119.45","3,103.76","3,117.43","3,117.43","3,360,480,000",1062
"Dec 04, 2019","3,103.50","3,119.38","3,102.53","3,112.76","3,112.76","3,702,980,000",1063
